Parcela;Obs_parcela;N.;Nome_comum;Familia;;DAP;Altura;Altura_medida_estimada;Morta;Tipo;Ano;;
TLO_055a060;NA;1328A;TAQUARI BRANCO;Sapotaceae;;12,6;12,5;EST;NA;NA;2015;;
TLO_055a060;NA;1329;NA;Chrysobalanaceae;;NA;NA;EST;M;NA;2015;;
TLO_055a060;NA;1330;UCUUBA PUNA;Lauraceae;;17,5;15,7;EST;NA;NA;2015;;
TLO_055a060;NA;1331;ABIURANA ROXA;Lecythidaceae;;28,5;21,5;EST;NA;NA;2015;;
TLO_055a060;NA;1332;BREU VERMELHO;Euphorbiaceae;;26,0;20,3;EST;NA;NA;2015;;
TLO_055a060;NA;1332A;MATAMATA MIRIM;Lecythidaceae;;13,1;12,9;EST;NA;NA;2015;;
TLO_055a060;NA;1332C;TAQUARI VERMELHO;Lecythidaceae;;12,5;12,5;EST;NA;NA;2015;;
TLO_055a060;NA;1333;ABIURANA;Apocynaceae;;27,5;21,0;EST;NA;NA;2015;;
TLO_055a060;NA;1333A;TAQUARI BRANCO;Fabaceae;;12,0;12,1;EST;NA;NA;2015;;
TLO_055a060;NA;1334;BREU VERMELHO;Fabaceae;;15,0;14,1;EST;NA;NA;2015;;
TLO_055a060;NA;1335;MATAMATA AMARELO;Chrysobalanaceae;;22,8;18,7;EST;NA;NA;2015;;
TLO_055a060;NA;1335D;ABIURANA CASCA FINA;Lecythidaceae;;10,8;11,2;EST;NA;NA;2015;;
TLO_055a060;NA;1336;BREU PITOMBA;Fabaceae;;19,2;16,7;EST;NA;NA;2015;;
TLO_055a060;NA;1337;MACUCU CHIADOR;Olacaceae;;NA;NA;EST;M;NA;2015;;
TLO_055a060;NA;1338;CASTANHA JARANA FG;Myrtaceae;;47,4;28,5;EST;NA;NA;2015;;
TLO_055a060;NA;1338A;SUCUPIRA PRETA;Lauraceae;;NA;NA;EST;M;NA;2015;;
TLO_055a060;NA;1338E;TACHI;Lecythidaceae;;12,0;12,1;EST;NA;NA;2015;;
TLO_055a060;NA;1338I;TAQUARI VERMELHO;NA;;10,6;11,1;EST;NA;NA;2015;;
TLO_055a060;NA;1326G;TAQUARI VERMELHO;Chrysobalanaceae;;11,9;12,0;EST;NA;NA;2015;;
TLO_055a060;NA;1327G;BREU MANGA;Sapotaceae;;11,8;12,0;EST;NA;NA;2015;;
TLO_055a060;NA;1339;ANGELIM RAJADO;Myrtaceae;;NA;NA;EST;M;NA;2015;;
TLO_055a060;NA;1340;FAVEIRA FF;Fabaceae;;21,5;18,0;EST;NA;NA;2015;;
TLO_055a060;NA;1341;BREU VERMELHO;Burseraceae;;24,0;19,3;EST;NA;NA;2015;;
TLO_055a060;NA;1342;VISGUEIRO;Lecythidaceae;;89,4;37,5;EST;NA;NA;2015;;
TLO_055a060;NA;1342H;MATAMATA MIRIM;NA;;10,5;11,0;EST;NA;NA;2015;;
TLO_055a060;NA;1343;GITO BRANCO;Annonaceae;;NA;NA;EST;M;NA;2015;;
TLO_055a060;NA;1344;ACARIQUARA ROXA;Annonaceae;;29,5;21,9;EST;NA;NA;2015;;
TLO_055a060;NA;1345;EMBAUBARANA;Lauraceae;;23,6;19,1;EST;NA;NA;2015;;
TLO_055a060;NA;1345B;PIMENTA DE NAMBU;Lecythidaceae;;15,5;14,5;EST;NA;NA;2015;;
TLO_055a060;NA;1345F;ABIURANA;Burseraceae;;11,5;11,7;EST;NA;NA;2015;;
TLO_055a060;NA;1345I;BREU BRANCO;NA;;10,2;10,8;EST;NA;NA;2015;;
TLO_055a060;NA;1346;CAROBA;Lecythidaceae;;NA;NA;EST;M;NA;2015;;
TLO_055a060;NA;1346B;INGA;Fabaceae;;22,0;18,3;EST;NA;NA;2015;;
TLO_055a060;NA;1347;MATAMATA AMARELO;Lauraceae;;16,4;15,0;EST;NA;NA;2015;;
TLO_055a060;NA;1348;ACARIQUARA ROXA;Violaceae;;27,5;21,0;EST;NA;NA;2015;;
TLO_055a060;NA;1349;SUCUUBA;Olacaceae;;NA;NA;EST;M;NA;2015;;
TLO_055a060;NA;1350;MATAMATA BRANCO;Sapotaceae;;17,2;15,5;EST;NA;NA;2015;;
TLO_055a060;NA;1350F;ENVIRA PRETA;Burseraceae;;10,7;11,2;EST;NA;NA;2015;;
TLO_055a060;NA;1351;TAQUARI VERMELHO;Rubiaceae;;12,7;12,6;EST;NA;NA;2015;;
TLO_055a060;NA;1351F;BREU VERMELHO;Chrysobalanaceae;;10,6;11,1;EST;NA;NA;2015;;
TLO_055a060;NA;1352;MUIRATINGA;NA;;NA;NA;EST;M;NA;2015;;
TLO_055a060;NA;1352D;MATAMATA AMARELO;Sapotaceae;;12,8;12,7;EST;NA;NA;2015;;
TLO_055a060;NA;1353;SAPATEIRO;Lecythidaceae;;25,4;20,0;EST;NA;NA;2015;;
TLO_055a060;NA;1354;INGAI;Chrysobalanaceae;;NA;NA;EST;M;NA;2015;;
TLO_055a060;NA;1355;SERINGARANA;Meliaceae;;11,3;11,6;EST;NA;NA;2015;;
TLO_055a060;NA;1355B;MATAMATA AMARELO;Euphorbiaceae;;11,6;11,8;EST;NA;NA;2015;;
TLO_055a060;NA;1355E;ENVIRA CASCA FINA;Lecythidaceae;;10,7;11,2;EST;NA;NA;2015;;
TLO_055a060;NA;1346G;TAQUARI VERMELHO;Lecythidaceae;;10,4;10,9;EST;NA;NA;2015;;
TLO_055a060;NA;1356;ABIURANA ROXA;Sapotaceae;;29,6;22,0;EST;NA;NA;2015;;
TLO_055a060;NA;1356A;MATAMATA AMARELO;Lecythidaceae;;13,3;13,0;EST;NA;NA;2015;;
TLO_055a060;NA;1356E;INGA PELUDA;Burseraceae;;12,7;12,6;EST;NA;NA;2015;;
TLO_055a060;NA;1356F;CAROBA;Moraceae;;12,3;12,3;EST;NA;NA;2015;;
TLO_055a060;NA;1357;TENTO;Lecythidaceae;;12,5;12,5;EST;NA;NA;2015;;
TLO_055a060;NA;1358;INHARE;Clusiaceae;;14,5;13,8;EST;NA;NA;2015;;
TLO_055a060;NA;1358F;TACHI PRETO;Chrysobalanaceae;;11,9;12,0;EST;NA;NA;2015;;
TLO_055a060;NA;1359;ABIURANA ABIU;Moraceae;;36,9;24,9;EST;NA;NA;2015;;
TLO_055a060;NA;1359A;TAQUARI VERMELHO;Lecythidaceae;;14,0;13,5;EST;NA;NA;2015;;
TLO_055a060;NA;1359F;MARMELEIRO;Sapotaceae;;11,9;12,0;EST;NA;NA;2015;;
TLO_055a060;NA;1360;MATAMATA AMARELO;Moraceae;;23,7;19,1;EST;NA;NA;2015;;
TLO_055a060;NA;1361;UCUQUIRANA;NA;;21,0;17,7;EST;NA;NA;2015;;
TLO_055a060;NA;1361F;TABOQUINHA;Anacardiaceae;;10,4;10,9;EST;NA;NA;2015;;
TLO_055a060;NA;1362;MACUCU CHIADOR;Lecythidaceae;;NA;NA;EST;M;NA;2015;;
TLO_055a060;NA;1363;ABIURANA CASCA FINA;Burseraceae;;16,0;14,8;EST;NA;NA;2015;;
TLO_055a060;NA;1363F;ENVIRA FOFA;Sapotaceae;;NA;NA;EST;M;NA;2015;;
TLO_055a060;NA;1364;ABIURANA BRANCA;Annonaceae;;33,4;23,6;EST;NA;NA;2015;;
TLO_055a060;NA;1365;MATAMATA AMARELO;Burseraceae;;23,0;18,8;EST;NA;NA;2015;;
TLO_055a060;NA;1365F;ABIURANA ROXA;Chrysobalanaceae;;10,3;10,9;EST;NA;NA;2015;;
TLO_055a060;NA;1366;ENVIRA AMARELA;morta;;19,4;16,8;EST;NA;NA;2015;;
TLO_055a060;NA;1366B;EMBAUBARANA;Lecythidaceae;;19,7;17,0;EST;NA;NA;2015;;
TLO_055a060;NA;1366 H;FAVA  ;Lecythidaceae;;11,0;11,4;EST;NA;NA;2015;;
TLO_055a060;NA;1367;PIAOZINHO;Sapotaceae;;38,7;25,6;EST;NA;NA;2015;;
TLO_055a060;NA;1367B;TAQUARI BRANCO;Lauraceae;;11,1;11,5;EST;NA;NA;2015;;
TLO_055a060;NA;1368;SERINGARANA;Burseraceae;;NA;NA;EST;M;NA;2015;;
TLO_055a060;NA;1368B;BUCHUCHU CANELA DE VELHO;Quiinaceae;;24,5;19,6;EST;NA;NA;2015;;
TLO_055a060;NA;1356G;CAROBA;Lecythidaceae;;11,3;11,6;EST;NA;NA;2015;;
TLO_055a060;NA;1359J;NA;Bombacaceae;;NA;NA;EST;NA;NA;2015;;
TLO_061a066;NA;1369;INGA VERMELHA;Chrysobalanaceae;;48,2;28,7;EST;NA;NA;2015;;
TLO_061a066;NA;1369A;SUCUPIRA CHORONA;Burseraceae;;15,5;14,5;EST;NA;NA;2015;;
TLO_061a066;NA;1369C1;INGA VERMELHA;Fabaceae;;15,2;14,3;EST;NA;NA;2015;;
TLO_061a066;NA;1369C2;TAQUARI BRANCO;Burseraceae;;11,0;11,4;EST;NA;NA;2015;;
TLO_061a066;NA;1369F;SUPIA;Apocynaceae;;11,3;11,6;EST;NA;NA;2015;;
TLO_061a066;NA;1370;FAVEIRA FF;NA;;NA;NA;EST;M;NA;2015;;
TLO_061a066;NA;1371;MATAMATA AMARELO;Lauraceae;;29,0;21,7;EST;NA;NA;2015;;
TLO_061a066;NA;1372;BUCHUCHU CANELA DE VELHO;NA;;58,0;31,4;EST;NA;NA;2015;;
TLO_061a066;NA;1372C;INGA BRANCA;NA;;16,0;14,8;EST;NA;NA;2015;;
TLO_061a066;NA;1372 H;IDENTIFICAR;NA;;NA;NA;EST;M;NA;2015;;
TLO_061a066;NA;1373;TAQUARI VERMELHO;Moraceae;;17,7;15,8;EST;NA;NA;2015;;
TLO_061a066;NA;1373B;NA;Burseraceae;;NA;NA;EST;M;NA;2015;;
TLO_061a066;NA;1374;INGA MARIMARI;Anacardiaceae;;28,5;21,5;EST;NA;NA;2015;;
TLO_061a066;NA;1375;RIPEIRO VERMELHO;Chrysobalanaceae;;27,0;20,8;EST;NA;NA;2015;;
TLO_061a066;NA;1376;TACHI PRETO;Sapindaceae;;21,3;17,9;EST;NA;NA;2015;;
TLO_061a066;NA;1376C;TACHI PRETO;Burseraceae;;15,7;14,6;EST;NA;NA;2015;;
TLO_061a066;NA;1377;FAVEIRA FF;NA;;NA;NA;EST;M;NA;2015;;
TLO_061a066;NA;1378;PERIQUITEIRA;Burseraceae;;45,8;28,0;EST;NA;NA;2015;;
TLO_061a066;NA;1379;VIOLETA;Burseraceae;;NA;NA;EST;M;NA;2015;;
TLO_061a066;NA;1380;CASTANHA DE COTIA;Burseraceae;;24,0;19,3;EST;NA;NA;2015;;
TLO_061a066;NA;1380C;DIMA;Lecythidaceae;;27,0;20,8;EST;NA;NA;2015;;
TLO_061a066;NA;1381;MATAMATA AMARELO;Lecythidaceae;;23,0;18,8;EST;NA;NA;2015;;
TLO_061a066;NA;1381A;MATAMATA AMARELO;Vochysiaceae;;11,8;12,0;EST;NA;NA;2015;;
TLO_061a066;NA;1382;MATAMATA AMARELO;Celastraceae;;23,0;18,8;EST;NA;NA;2015;;
TLO_061a066;NA;1382C;SERINGA VERMELHA;Moraceae;;15,0;14,1;EST;NA;NA;2015;;
TLO_061a066;NA;1383;GITO BRANCO;Lecythidaceae;;NA;NA;EST;M;NA;2015;;
TLO_061a066;NA;1384;FAVEIRA FF;Chrysobalanaceae;;NA;NA;EST;M;NA;2015;;
TLO_061a066;NA;1385;UXIRANA;Moraceae;;NA;NA;EST;M;NA;2015;;
TLO_061a066;NA;1386;LOURO FOFO;Chrysobalanaceae;;NA;NA;EST;M;NA;2015;;
TLO_061a066;NA;1387;JOAO MOLE;Chrysobalanaceae;;14,5;13,8;EST;NA;NA;2015;;
TLO_061a066;NA;1387B;NA;Burseraceae;;19,4;16,8;EST;NA;NA;2015;;
TLO_061a066;NA;1388;TAQUARI VERMELHO;Burseraceae;;NA;NA;EST;M;NA;2015;;
TLO_061a066;NA;1388B;MATAMATA AMARELO;Burseraceae;;12,6;12,5;EST;NA;NA;2015;;
TLO_061a066;NA;1389;RIPEIRO VERMELHO;Burseraceae;;20,1;17,2;EST;NA;NA;2015;;
TLO_061a066;NA;1390;MACUCU CHIADOR;Fabaceae;;NA;NA;EST;M;NA;2015;;
TLO_061a066;NA;1391;SERINGA VERMELHA;Burseraceae;;NA;NA;EST;M;NA;2015;;
TLO_061a066;NA;1391 H;INGA VERMELHA;Lauraceae;;10,6;11,1;EST;NA;NA;2015;;
TLO_061a066;NA;1392;MATAMATA AMARELO;Rubiaceae;;NA;NA;EST;M;NA;2015;;
TLO_061a066;NA;1393;INGA FERRO;Lecythidaceae;;NA;NA;EST;M;NA;2015;;
TLO_061a066;NA;1394;ABIURANA;Lecythidaceae;;NA;NA;EST;M;NA;2015;;
TLO_061a066;NA;1394B;MATAMATA AMARELO;Humiriaceae;;NA;NA;EST;M;NA;2015;;
TLO_061a066;NA;1394 H;INGA;Lauraceae;;14,0;13,5;EST;NA;NA;2015;;
TLO_061a066;NA;1395;MATAMATA BRANCO;Sapotaceae;;22,2;18,4;EST;NA;NA;2015;;
TLO_061a066;NA;1396;FALSA CUPIUBA;Euphorbiaceae;;21,4;17,9;EST;NA;NA;2015;;
TLO_061a066;NA;1397;MATAMATA AMARELO;Sapotaceae;;NA;NA;EST;M;NA;2015;;
TLO_061a066;NA;1398;MATAMATA AMARELO;Lecythidaceae;;12,7;12,6;EST;NA;NA;2015;;
TLO_061a066;NA;1399;MUIRAPIRANGA FM;Annonaceae;;38,0;25,3;EST;NA;NA;2015;;
TLO_061a066;NA;1399C;CARDEIRO;Sapotaceae;;18,5;16,3;EST;NA;NA;2015;;
TLO_061a066;NA;1399I;FALSA CUPIUBA;NA;;11,5;11,7;EST;NA;NA;2015;;
TLO_061a066;NA;1400;FAVEIRA FF;Lecythidaceae;;16,9;15,3;EST;NA;NA;2015;;
TLO_061a066;NA;1401;CARDEIRO;Apocynaceae;;36,5;24,8;EST;NA;NA;2015;;
TLO_061a066;NA;1402;TACHI PRETO;Rhizophoraceae;;NA;NA;EST;M;NA;2015;;
TLO_061a066;NA;1402F;MACUCU CHIADOR;Lecythidaceae;;12,0;12,1;EST;NA;NA;2015;;
TLO_061a066;NA;1403;BREU PITOMBA;NA;;13,6;13,2;EST;NA;NA;2015;;
TLO_061a066;NA;1404;MATAMATA AMARELO;Chrysobalanaceae;;18,5;16,3;EST;NA;NA;2015;;
TLO_061a066;NA;1404 H;ABIURANA;Lecythidaceae;;12,0;12,1;EST;NA;NA;2015;;
TLO_061a066;NA;1404I1;TACHI PRETO;NA;;10,5;11,0;EST;NA;NA;2015;;
TLO_061a066;NA;1404I2;BUXUXU FOLHA SERRILHADA;NA;;13,0;12,8;EST;NA;NA;2015;;
TLO_061a066;NA;1404I2;BUXUXU FOLHA SERRILHADA;NA;;10,3;10,9;EST;NA;NA;2015;;
TLO_061a066;NA;1405;MUCURAO;Burseraceae;;NA;NA;EST;M;NA;2015;;
TLO_061a066;NA;1405B;GITO VERMELHO;Moraceae;;NA;NA;EST;M;NA;2015;;
TLO_061a066;NA;1406;CAROBA;Lecythidaceae;;40,1;26,1;EST;NA;NA;2015;;
TLO_061a066;NA;1407;VIOLETA;Lecythidaceae;;43,1;27,1;EST;NA;NA;2015;;
TLO_061a066;NA;1408;FALSA CUPIUBA;Sapotaceae;;16,7;15,2;EST;NA;NA;2015;;
TLO_061a066;NA;1406J;ABIURANA ABIU;NA;;NA;NA;EST;NA;NA;2015;;
TLO_061a066;NA;1409;FALSA CUPIUBA;Lecythidaceae;;19,9;17,1;EST;NA;NA;2015;;
TLO_061a066;NA;1410;CAROBA;Myrtaceae;;40,5;26,2;EST;NA;NA;2015;;
TLO_061a066;NA;1411;GITO BRANCO;Myristicaceae;;NA;NA;EST;M;NA;2015;;
TLO_061a066;NA;1412;URUCURANA;Sapotaceae;;166,5;44,3;EST;NA;NA;2015;;
TLO_061a066;NA;1413;PAU RAINHA;NA;;34,0;23,8;EST;NA;NA;2015;;
TLO_061a066;NA;1414;MARUPA ROXO;Annonaceae;;21,3;17,9;EST;NA;NA;2015;;
TLO_061a066;NA;1415;SERINGARANA;Fabaceae;;14,4;13,8;EST;NA;NA;2015;;
TLO_061a066;NA;1416;INGARANA;Sapotaceae;;13,8;13,4;EST;NA;NA;2015;;
TLO_061a066;NA;1417;MUIRATINGA;Burseraceae;;15,5;14,5;EST;NA;NA;2015;;
TLO_061a066;NA;1418;ARABA VERMELHO;Celastraceae;;32,5;23,2;EST;NA;NA;2015;;
TLO_061a066;NA;1419;PAPO DE MUTUM;Chrysobalanaceae;;NA;NA;EST;M;NA;2015;;
TLO_061a066;NA;1420;PIQUIARANA;Burseraceae;;109,4;40,1;EST;NA;NA;2015;;
TLO_061a066;NA;1421;ABIURANA;Sterculiaceae;;29,0;21,7;EST;NA;NA;2015;;
TLO_061a066;NA;1422;ABIURANA;Fabaceae;;29,0;21,7;EST;NA;NA;2015;;
TLO_061a066;NA;1423;ARACA BRAVO;Chrysobalanaceae;;19,0;16,6;EST;NA;NA;2015;;
TLO_061a066;NA;1424;PIAOZINHO;Lauraceae;;16,5;15,1;EST;NA;NA;2015;;
TLO_061a066;NA;1425;CARDEIRO;Lecythidaceae;;24,5;19,6;EST;NA;NA;2015;;
TLO_061a066;NA;1426;ABIURANA ABIU;NA;;30,5;22,3;EST;NA;NA;2015;;
TLO_061a066;NA;1427;MATAMATA AMARELO;Myristicaceae;;62,0;32,4;EST;NA;NA;2015;;
TLO_061a066;NA;1428;PIAOZINHO;Burseraceae;;21,8;18,2;EST;NA;NA;2015;;
TLO_061a066;NA;1429;SERINGARANA;NA;;46,3;28,2;EST;NA;NA;2015;;
TLO_061a066;NA;1430;FAVEIRA FF;Sterculiaceae;;12,5;12,5;EST;NA;NA;2015;;
TLO_061a066;NA;1431;FALSA CUPIUBA;Sapotaceae;;NA;NA;EST;M;NA;2015;;
TLO_061a066;NA;1431A;ABIURANA FEDORENTA;Burseraceae;;11,0;11,4;EST;NA;NA;2015;;
TLO_061a066;NA;1432;MATAMATA AMARELO;Sapotaceae;;12,8;12,7;EST;NA;NA;2015;;
TLO_061a066;NA;1433;LOURO CHUMBO;Sapotaceae;;23,3;18,9;EST;NA;NA;2015;;
TLO_061a066;NA;1434;EMBAUBARANA;Burseraceae;;NA;NA;EST;M;NA;2015;;
TLO_061a066;NA;1418G;CAJUI FG;NA;;12,5;12,5;EST;NA;NA;2015;;
TLO_061a066;NA;1425G;CARAIPE;Sapotaceae;;11,5;11,7;EST;NA;NA;2015;;
TLO_061a066;NA;1435;ABIURANA;Rubiaceae;;NA;NA;EST;M;NA;2015;;
TLO_061a066;NA;1436;NA;Fabaceae;;NA;NA;EST;M;NA;2015;;
TLO_061a066;NA;1436B;GITO VERMELHO;Celastraceae;;10,7;11,2;EST;NA;NA;2015;;
TLO_061a066;NA;1436I;RIPEIRO BRANCO;NA;;11,3;11,6;EST;NA;NA;2015;;
TLO_061a066;NA;1437;JOAO MOLE;NA;;NA;NA;EST;M;NA;2015;;
TLO_061a066;NA;1438;BREU VERMELHO;Lecythidaceae;;NA;NA;EST;M;NA;2015;;
TLO_061a066;NA;1439;TAQUARI VERMELHO;NA;;NA;NA;EST;M;NA;2015;;
TLO_061a066;NA;1440;TAQUARI VERMELHO;Burseraceae;;NA;NA;EST;M;NA;2015;;
TLO_061a066;NA;1441;LOURO ARITU;NA;;NA;NA;EST;M;NA;2015;;
TLO_061a066;NA;1441B;FAVA VERMELHA;Apocynaceae;;12,5;12,5;EST;NA;NA;2015;;
TLO_061a066;NA;1442;FALSA RAINHA;Euphorbiaceae;;NA;NA;EST;M;NA;2015;;
TLO_061a066;NA;1443;FALSA CUPIUBA;NA;;11,3;11,6;EST;NA;NA;2015;;
TLO_061a066;NA;1444;MUIRATINGA;NA;;13,0;12,8;EST;NA;NA;2015;;
TLO_061a066;NA;1444 H;PIAOZINHO;NA;;11,0;11,4;EST;NA;NA;2015;;
TLO_061a066;NA;1445;SERINGA VERMELHA;Sterculiaceae;;NA;NA;EST;NA;NA;2015;;
TLO_061a066;NA;1446;MATAMATA AMARELO;NA;;26,0;20,3;EST;NA;NA;2015;;
TLO_061a066;NA;1447;UCUUBA VERMELHA;NA;;17,3;15,6;EST;NA;NA;2015;;
TLO_061a066;NA;1448;P� DE BURRO;Burseraceae;;13,5;13,2;EST;NA;NA;2015;;
TLO_061a066;NA;1449;GITO BRANCO;Euphorbiaceae;;NA;NA;EST;M;NA;2015;;
TLO_061a066;NA;1450;MATAMATA AMARELO;Burseraceae;;NA;NA;EST;NA;NA;2015;;
TLO_061a066;NA;1451;MUIRATINGA;NA;;13,7;13,3;EST;NA;NA;2015;;
TLO_061a066;NA;1451I;BREU VERMELHO;NA;;10,3;10,9;EST;NA;NA;2015;;
TLO_061a066;NA;1452;TAUARI;Sterculiaceae;;19,7;17,0;EST;NA;NA;2015;;
TLO_061a066;NA;1452A;ARABA VERMELHO;Sapotaceae;;13,9;13,4;EST;NA;NA;2015;;
TLO_061a066;NA;1453;FAVEIRA FF;Sapotaceae;;21,4;17,9;EST;NA;NA;2015;;
TLO_061a066;NA;1454;MATAMATA AMARELO;Vochysiaceae;;NA;NA;EST;M;NA;2015;;
TLO_061a066;NA;1455;MAMAOZINHO;Lecythidaceae;;NA;NA;EST;M;NA;2015;;
TLO_061a066;NA;1455D;INHARE;Sapotaceae;;13,8;13,4;EST;NA;NA;2015;;
TLO_061a066;NA;1456;PIAOZINHO;Annonaceae;;50,2;29,3;EST;NA;NA;2015;;
TLO_061a066;NA;1457;NA;Fabaceae;;NA;NA;EST;NA;NA;2015;;
TLO_061a066;NA;1458;CAJUI FG;Moraceae;;43,8;27,4;EST;NA;NA;2015;;
TLO_061a066;NA;1459;MATAMATA AMARELO;Annonaceae;;14,6;13,9;EST;NA;NA;2015;;
TLO_061a066;NA;1460;JOAO MOLE;NA;;22,5;18,5;EST;NA;NA;2015;;
TLO_061a066;NA;1461;INHARE;NA;;25,4;20,0;EST;NA;NA;2015;;
TLO_061a066;NA;1462;INGA COPAIBA;NA;;13,8;13,4;EST;NA;NA;2015;;
TLO_061a066;NA;1463;JUTAI;Bombacaceae;;19,9;17,1;EST;NA;NA;2015;;
TLO_061a066;NA;1463I;INGA BRANCA;NA;;10,5;11,0;EST;NA;NA;2015;;
TLO_061a066;NA;1464;LOURO ARITU;Sapotaceae;;24,5;19,6;EST;NA;NA;2015;;
TLO_061a066;NA;1465;QUARUBA;Fabaceae;;64,4;33,0;EST;NA;NA;2015;;
TLO_061a066;NA;1466;SUCUPIRA CHORONA;NA;;NA;NA;EST;M;NA;2015;;
TLO_061a066;NA;1466F;MATAMATA AMARELO;NA;;14,2;13,6;EST;NA;NA;2015;;
TLO_061a066;NA;1467;PIAOZINHO;Lauraceae;;NA;NA;EST;M;NA;2015;;
TLO_061a066;NA;1468;PAU RAINHA;Chrysobalanaceae;;15,8;14,7;EST;NA;NA;2015;;
TLO_061a066;NA;1469;ARABA ROXO;NA;;21,9;18,2;EST;NA;NA;2015;;
TLO_061a066;NA;1470;ABIURANA CASCA FINA;Burseraceae;;16,5;15,1;EST;NA;NA;2015;;
TLO_061a066;NA;1470A;SERINGARANA;Fabaceae;;11,9;12,0;EST;NA;NA;2015;;
TLO_061a066;NA;1470D;RIPEIRO BRANCO;Simaroubaceae;;13,7;13,3;EST;NA;NA;2015;;
TLO_061a066;NA;1471;TAQUARI VERMELHO;Sapotaceae;;NA;NA;EST;M;NA;2015;;
TLO_061a066;NA;1472;CASTANHA JARANA FG;Fabaceae;;21,2;17,8;EST;NA;NA;2015;;
TLO_061a066;NA;1473;ARACA BRAVO;Lauraceae;;16,0;14,8;EST;NA;NA;2015;;
TLO_061a066;NA;1473D;UXI DE COTIA;NA;;10,6;11,1;EST;NA;NA;2015;;
TLO_061a066;NA;1474;MATAMATA AMARELO;Lauraceae;;16,1;14,9;EST;NA;NA;2015;;
TLO_061a066;NA;1475;MUCURAO;Fabaceae;;12,8;12,7;EST;NA;NA;2015;;
TLO_061a066;NA;1475B;LOURO PRETO;Apocynaceae;;23,7;19,1;EST;NA;NA;2015;;
TLO_061a066;NA;1476;UCUUBA VERMELHA;Bombacaceae;;23,0;18,8;EST;NA;NA;2015;;
TLO_061a066;NA;1477;LOURO AMARELO;Lauraceae;;16,8;15,3;EST;NA;NA;2015;;
TLO_061a066;NA;1478;TACHI VERMELHO;Fabaceae;;42,0;26,8;EST;NA;NA;2015;;
TLO_061a066;NA;1479;URUCURANA;Melastomataceae;;24,6;19,6;EST;NA;NA;2015;;
TLO_061a066;NA;1480;INHARE;Combretaceae;;13,9;13,4;EST;NA;NA;2015;;
TLO_061a066;NA;1481;ABIURANA;NA;;26,9;20,7;EST;NA;NA;2015;;
TLO_061a066;NA;1482;ABIURANA;Fabaceae;;15,8;14,7;EST;NA;NA;2015;;
TLO_061a066;NA;1483;ABIURANA OLHO DE VEADO;Fabaceae;;29,4;21,9;EST;NA;NA;2015;;
TLO_061a066;NA;1484;BRANQUINHA;Fabaceae;;14,1;13,6;EST;NA;NA;2015;;
TLO_061a066;NA;1485;ENVIRA PRETA ;Burseraceae;;16,5;15,1;EST;NA;NA;2015;;
TLO_061a066;NA;1486;PURUI;NA;;18,2;16,1;EST;NA;NA;2015;;
TLO_061a066;NA;1487;ABIURANA;Bombacaceae;;NA;NA;EST;M;NA;2015;;
TLO_061a066;NA;1488;SUCUPIRA PRETA;Apocynaceae;;20,9;17,7;EST;NA;NA;2015;;
TLO_061a066;NA;1488I;ENVIRA AMARELA;NA;;11,5;11,7;EST;NA;NA;2015;;
TLO_061a066;NA;1489;CASTANHA JARANA FG;Bombacaceae;;17,8;15,9;EST;NA;NA;2015;;
TLO_061a066;NA;1489A;ABIURANA  BRANCA;Burseraceae;;NA;NA;EST;M;NA;2015;;
TLO_061a066;NA;1490;MUIRAJIBOIA AMARELA;Simaroubaceae;;14,8;14,0;EST;NA;NA;2015;;
TLO_061a066;NA;1490 H;IDENTIFICAR;Fabaceae;;10,8;11,2;EST;NA;NA;2015;;
TLO_061a066;NA;1491;LOURO ARITU;Sapotaceae;;18,8;16,5;EST;NA;NA;2015;;
TLO_061a066;NA;1492;MATAMATA AMARELO;Lauraceae;;35,8;24,5;EST;NA;NA;2015;;
TLO_061a066;NA;1493;TAQUARI VERMELHO;Burseraceae;;NA;NA;EST;M;NA;2015;;
TLO_061a066;NA;1494;MATAMATA AMARELO;Elaeocarpaceae;;NA;NA;EST;M;NA;2015;;
TLO_061a066;NA;1495;MATAMATA AMARELO;NA;;23,0;18,8;EST;NA;NA;2015;;
TLO_061a066;NA;1496;CARAPANAUBA;Chrysobalanaceae;;93,5;38,1;EST;NA;NA;2015;;
TLO_061a066;NA;1497;INGA COPAIBA;Rubiaceae;;12,5;12,5;EST;NA;NA;2015;;
TLO_061a066;NA;1498;FAVEIRA ARARA TUCUPI;Sapotaceae;;72,8;34,7;EST;NA;NA;2015;;
TLO_061a066;NA;1499;CARAIPE;NA;;16,0;14,8;EST;NA;NA;2015;;
TLO_061a066;NA;1500;MATAMATA AMARELO;Chrysobalanaceae;;42,3;26,9;EST;NA;NA;2015;;
TLO_061a066;NA;1501;FAVEIRA FF;Fabaceae;;28,2;21,3;EST;NA;NA;2015;;
TLO_061a066;NA;1502;ABIURANA;Fabaceae;;68,8;33,9;EST;NA;NA;2015;;
TLO_061a066;NA;1502A;ARACA BRAVO;NA;;NA;NA;EST;M;NA;2015;;
TLO_061a066;NA;1503;ITAUBA PRETA;Lauraceae;;50,8;29,5;EST;NA;NA;2015;;
TLO_061a066;NA;1504;MUIRATINGA;Ochnaceae;;21,2;17,8;EST;NA;NA;2015;;
TLO_061a066;NA;1505;CARAIPERANA;Burseraceae;;11,5;11,7;EST;NA;NA;2015;;
